Date,Close/Last,Volume,Open,High,Low
12/29/2023,$17.53,4536656,$18.04,$18.16,$17.46
12/28/2023,$18.07,3574783,$18.05,$18.3201,$17.85
12/27/2023,$18.37,4800071,$17.43,$18.37,$17.3669
12/26/2023,$17.36,3079617,$16.98,$17.4099,$16.82
12/22/2023,$16.97,3329896,$16.78,$17.20,$16.45
12/21/2023,$16.98,3975273,$17.19,$17.3352,$16.5912
12/20/2023,$16.93,5552971,$17.53,$18.3799,$16.89
12/19/2023,$17.72,5447123,$17.89,$18.59,$17.23
12/18/2023,$17.86,7352153,$17.24,$18.51,$17.10
12/15/2023,$17.26,7119134,$17.40,$17.58,$17.0102
12/14/2023,$17.44,10750750,$17.14,$17.875,$16.80
12/13/2023,$16.69,9086880,$15.22,$16.80,$15.19
12/12/2023,$15.22,4210660,$15.12,$15.36,$14.84
12/11/2023,$15.07,4961223,$15.45,$15.69,$14.975
12/08/2023,$15.55,10401390,$15.83,$16.48,$15.47
12/07/2023,$16.36,19840670,$13.71,$16.52,$13.56
12/06/2023,$14.84,12691340,$15.36,$15.70,$14.64
12/05/2023,$14.91,14220060,$16.47,$16.72,$14.87
12/04/2023,$16.98,20098660,$15.29,$17.41,$14.9119
12/01/2023,$15.30,13378650,$14.52,$15.99,$14.50
11/30/2023,$14.55,16537170,$16.29,$16.33,$14.315
11/29/2023,$16.25,61172840,$15.49,$17.56,$14.70
11/28/2023,$13.49,14192940,$11.90,$13.55,$11.89
11/27/2023,$11.91,3710572,$12.18,$12.33,$11.89
11/24/2023,$12.20,1232474,$12.22,$12.41,$12.175
11/22/2023,$12.29,2362461,$12.56,$12.71,$12.1901
11/21/2023,$12.55,2301584,$13.00,$12.26,$12.72
11/20/2023,$12.80,2301584,$13.00,$13.20,$12.80
11/17/2023,$13.03,3422596,$12.52,$13.055,$12.52
11/16/2023,$12.53,3425773,$13.14,$13.19,$12.52
11/15/2023,$13.27,4121561,$13.15,$13.50,$13.03
11/14/2023,$12.90,5187534,$12.75,$13.39,$12.69
11/13/2023,$12.14,4318457,$12.50,$12.53,$11.825
11/10/2023,$12.54,3875692,$12.81,$12.97,$12.35
11/09/2023,$12.70,2750115,$13.25,$13.3229,$12.70
11/08/2023,$13.28,1705621,$13.51,$13.76,$13.28
11/07/2023,$13.64,2354364,$13.47,$13.79,$13.23
11/06/2023,$13.53,2164399,$13.99,$14.045,$13.485
11/03/2023,$13.87,2966237,$13.90,$14.40,$13.8314
11/02/2023,$13.64,3430138,$13.78,$13.80,$13.01
11/01/2023,$13.01,3430138,$13.78,$13.80,$13.01
10/31/2023,$13.77,4574637,$12.85,$13.90,$12.82
10/30/2023,$12.80,3475939,$13.15,$13.27,$12.59
10/27/2023,$13.12,2481701,$13.51,$13.615,$13.02
10/26/2023,$13.50,2036419,$13.73,$13.80,$13.41
10/25/2023,$13.71,1967280,$14.01,$14.01,$13.605
10/24/2023,$14.04,3738325,$13.59,$14.30,$13.552
10/23/2023,$13.44,2785462,$13.28,$13.59,$13.04
10/20/2023,$13.44,3661770,$13.18,$13.80,$13.12
10/19/2023,$13.16,5808038,$13.80,$13.85,$12.90
10/18/2023,$13.85,4045789,$14.00,$14.25,$13.8101
10/17/2023,$14.12,3842428,$14.25,$14.828,$14.10
10/16/2023,$14.43,3508601,$14.81,$14.93,$14.15
10/13/2023,$14.92,1835601,$14.92,$15.105,$14.78
10/12/2023,$15.09,3180340,$15.77,$15.80,$14.82
10/11/2023,$15.82,2098203,$16.01,$16.085,$15.74
10/10/2023,$16.00,2915872,$15.50,$16.19,$15.40
10/09/2023,$15.40,2276323,$14.77,$15.50,$14.72
10/06/2023,$15.08,2467053,$14.59,$15.255,$14.58
10/05/2023,$14.71,1945094,$14.70,$14.98,$14.58
10/04/2023,$14.87,2586368,$14.77,$14.94,$14.44
10/03/2023,$14.60,4510325,$15.29,$15.29,$14.5681
10/02/2023,$15.39,6087651,$16.30,$16.31,$15.255
09/29/2023,$16.46,3397024,$17.05,$17.26,$16.40
09/28/2023,$16.84,7431938,$18.02,$18.10,$16.44
09/27/2023,$17.15,1681325,$16.87,$17.26,$16.81
09/26/2023,$16.78,2726813,$17.38,$17.8175,$16.78
09/25/2023,$17.67,2181230,$17.00,$17.72,$16.85
09/22/2023,$17.18,2102886,$17.18,$17.35,$17.00
09/21/2023,$17.02,2913533,$17.28,$17.315,$16.65
09/20/2023,$17.52,2134121,$17.63,$17.93,$17.45
09/19/2023,$17.52,2584791,$17.59,$17.635,$17.13
09/18/2023,$17.55,3694591,$17.99,$18.10,$17.35
09/15/2023,$18.22,6166608,$18.36,$18.61,$18.15
09/14/2023,$18.33,3077962,$17.80,$18.52,$17.60
09/13/2023,$17.81,3012556,$17.31,$17.93,$17.27
09/12/2023,$17.23,5179405,$17.53,$18.50,$17.19
09/11/2023,$17.02,3543797,$17.85,$17.85,$16.90
09/08/2023,$17.71,4694034,$18.15,$18.50,$17.35
09/07/2023,$18.89,5021288,$19.13,$19.48,$17.61
09/06/2023,$18.75,6107245,$19.06,$19.15,$18.42
09/05/2023,$19.23,3781292,$18.45,$19.3399,$18.26
09/01/2023,$18.42,2135901,$18.66,$18.73,$18.32
08/31/2023,$18.55,4674143,$18.41,$19.42,$18.15
08/30/2023,$18.37,1884501,$18.20,$18.525,$17.91
08/29/2023,$18.24,2709238,$17.60,$18.55,$17.60
08/28/2023,$17.57,3007418,$17.35,$18.11,$17.25
08/25/2023,$17.13,3423462,$16.50,$17.18,$16.45
08/24/2023,$16.36,3624485,$16.94,$16.98,$16.18
08/23/2023,$16.89,2909054,$17.25,$17.34,$16.88
08/22/2023,$17.26,3791911,$18.62,$18.62,$17.25
08/21/2023,$18.48,2864735,$18.30,$18.8225,$18.20
08/18/2023,$18.36,2029098,$18.18,$18.66,$18.14
08/17/2023,$18.38,2056830,$18.79,$18.81,$18.30
08/16/2023,$18.59,3015627,$19.18,$19.34,$18.55
08/15/2023,$19.33,2290326,$19.77,$19.78,$19.09
08/14/2023,$19.96,3329291,$19.75,$20.01,$19.08
08/11/2023,$20.19,1522912,$20.03,$20.38,$19.97
08/10/2023,$20.19,1432446,$20.00,$20.29,$19.87
08/09/2023,$19.93,2929553,$20.85,$20.85,$19.82
08/08/2023,$20.74,1431250,$20.70,$20.895,$20.28
08/07/2023,$21.07,1441290,$20.90,$21.24,$20.48
08/04/2023,$20.98,2406033,$20.95,$21.89,$20.89
08/03/2023,$20.93,1324938,$20.88,$21.18,$20.74
08/02/2023,$20.83,2630714,$21.15,$21.15,$20.34
08/01/2023,$21.50,2574804,$21.95,$22.00,$21.26
07/31/2023,$22.20,1975391,$22.00,$22.38,$21.8493
07/28/2023,$21.93,2647747,$22.02,$22.49,$21.79
07/27/2023,$22.22,3370913,$22.94,$23.49,$22.1302
07/26/2023,$22.70,1489152,$22.70,$22.99,$22.48
07/25/2023,$22.85,1671991,$23.10,$23.10,$22.53
07/24/2023,$23.04,2970433,$22.42,$23.04,$22.20
07/21/2023,$22.18,3167916,$23.05,$23.22,$22.16
07/20/2023,$22.91,2256659,$23.01,$23.22,$22.66
07/19/2023,$23.17,2250133,$23.42,$23.58,$22.96
07/18/2023,$23.08,2345137,$22.72,$23.80,$22.68
07/17/2023,$22.82,2033970,$22.88,$23.31,$22.70
07/14/2023,$22.97,2178827,$23.49,$23.7184,$22.94
07/13/2023,$23.46,1912157,$23.54,$23.98,$23.42
07/12/2023,$23.44,1742244,$24.25,$24.31,$23.44
07/11/2023,$23.91,3063534,$23.20,$24.44,$23.20
07/10/2023,$23.54,3318214,$22.61,$23.56,$22.00
07/07/2023,$22.71,2447203,$22.97,$23.53,$22.6709
07/06/2023,$22.83,2390303,$23.52,$23.57,$22.82
07/05/2023,$23.90,2268244,$24.64,$24.85,$23.79
07/03/2023,$24.91,1806580,$24.29,$25.11,$24.21
06/30/2023,$24.25,2803299,$24.97,$25.13,$24.25
06/29/2023,$24.90,3101049,$24.96,$25.47,$24.62
06/28/2023,$24.98,3493873,$23.44,$25.10,$23.40
06/27/2023,$23.58,2141510,$23.29,$23.60,$23.00
06/26/2023,$23.02,2525247,$23.38,$24.03,$22.91
06/23/2023,$23.70,2261038,$23.78,$24.15,$23.68
06/22/2023,$24.32,1895012,$24.125,$24.33,$23.76
06/21/2023,$24.43,2404694,$24.84,$25.10,$24.10
06/20/2023,$24.58,3254039,$24.41,$24.65,$23.72
06/16/2023,$24.56,4443512,$25.02,$25.11,$24.42
06/15/2023,$24.84,5501822,$25.41,$26.1696,$24.642
06/14/2023,$25.70,7243697,$26.72,$27.08,$24.90
06/13/2023,$26.95,17160610,$26.20,$27.65,$25.03
06/12/2023,$24.30,7142290,$22.845,$24.30,$22.7415
06/09/2023,$22.68,10342630,$21.78,$23.4296,$21.50
06/08/2023,$21.44,19213300,$20.30,$22.00,$20.10
06/07/2023,$26.11,18001070,$26.20,$26.55,$25.07
06/06/2023,$24.69,3984262,$24.01,$25.2474,$24.00
06/05/2023,$24.31,4201866,$24.53,$25.84,$24.16
06/02/2023,$24.64,3300736,$24.29,$24.93,$24.28
06/01/2023,$24.10,3844957,$24.04,$24.66,$23.78
05/31/2023,$24.05,4265226,$24.51,$24.80,$23.88
05/30/2023,$24.57,5037830,$23.35,$24.69,$23.30
05/26/2023,$23.25,2261884,$23.47,$23.71,$23.06
05/25/2023,$23.35,2494434,$23.50,$23.6851,$22.71
05/24/2023,$23.27,1900997,$23.13,$23.52,$22.7338
05/23/2023,$23.16,3786525,$23.89,$23.90,$22.8003
05/22/2023,$24.21,6251635,$22.10,$24.36,$21.99
05/19/2023,$22.06,2668214,$22.94,$22.985,$21.75
05/18/2023,$23.05,2144412,$22.90,$23.30,$22.68
05/17/2023,$22.87,4572988,$21.99,$23.25,$21.895
05/16/2023,$21.99,2500775,$21.50,$22.10,$21.415
05/15/2023,$21.62,2601994,$20.62,$21.6331,$20.49
05/12/2023,$20.69,2006061,$20.83,$20.98,$20.23
05/11/2023,$20.88,1652512,$20.69,$21.16,$20.51
05/10/2023,$20.76,2139945,$20.45,$20.96,$20.38
05/09/2023,$20.24,1522674,$20.16,$20.65,$20.1204
05/08/2023,$20.51,2402799,$20.46,$20.99,$20.0904
05/05/2023,$20.42,4357180,$19.62,$20.8793,$19.51
05/04/2023,$19.35,2041842,$19.25,$19.48,$18.9183
05/03/2023,$18.90,3184021,$18.56,$19.20,$18.53
05/02/2023,$18.58,1918257,$18.45,$18.58,$18.06
05/01/2023,$18.55,2356640,$19.16,$19.25,$18.46
04/28/2023,$19.29,2836576,$18.92,$19.72,$18.88
04/27/2023,$18.94,2238947,$18.75,$19.3376,$18.72
04/26/2023,$18.65,2287611,$18.98,$19.23,$18.65
04/25/2023,$19.00,2560841,$19.74,$20.04,$18.91
04/24/2023,$19.93,2742391,$20.15,$20.41,$19.81
04/21/2023,$20.49,2085872,$20.20,$20.62,$20.10
04/20/2023,$20.22,2977376,$20.88,$21.57,$20.06
04/19/2023,$21.31,2539480,$21.28,$21.87,$20.9602
04/18/2023,$21.61,2748702,$22.14,$22.32,$21.50
04/17/2023,$22.28,2066616,$22.27,$22.68,$22.14
04/14/2023,$22.46,2312372,$22.74,$23.25,$22.32
04/13/2023,$22.55,1803934,$22.50,$22.85,$22.33
04/12/2023,$22.26,2141141,$22.90,$23.28,$22.26
04/11/2023,$22.69,2539969,$22.57,$23.165,$22.42
04/10/2023,$22.37,2176087,$21.85,$22.4299,$21.82
04/06/2023,$22.40,2506935,$22.00,$22.67,$21.77
04/05/2023,$22.07,3638100,$22.47,$22.47,$21.23
04/04/2023,$22.35,3421464,$22.75,$23.14,$22.0901
04/03/2023,$23.17,4274492,$22.94,$23.85,$22.66
03/31/2023,$23.02,3880261,$22.35,$23.065,$22.15
03/30/2023,$22.50,3477609,$22.60,$22.83,$22.1076
03/29/2023,$22.46,4161361,$23.08,$23.6965,$22.22
03/28/2023,$23.15,5711651,$22.97,$23.54,$22.22
03/27/2023,$23.00,4580797,$23.99,$24.01,$22.69
03/24/2023,$23.98,8768674,$22.32,$23.99,$22.10
03/23/2023,$22.58,11168850,$22.57,$24.59,$22.13
03/22/2023,$23.87,66764650,$26.60,$27.00,$23.05
03/21/2023,$17.65,15882850,$17.15,$18.35,$17.14
03/20/2023,$16.87,4463676,$16.65,$17.27,$16.25
03/17/2023,$16.60,5105501,$16.62,$16.72,$15.9193
03/16/2023,$16.76,4093282,$16.00,$16.7689,$15.53
03/15/2023,$15.95,4541529,$16.50,$16.69,$15.695
03/14/2023,$16.91,3077400,$17.37,$17.4099,$16.402
03/13/2023,$16.75,2959090,$16.77,$17.3531,$16.52
03/10/2023,$17.25,2845500,$17.53,$17.7657,$16.85
03/09/2023,$17.52,2652605,$18.065,$18.38,$17.475
03/08/2023,$18.17,3277810,$18.05,$18.38,$17.6301
03/07/2023,$18.06,2375301,$18.54,$18.835,$18.06
03/06/2023,$18.65,2815336,$18.52,$19.50,$18.52
03/03/2023,$18.70,2505515,$18.19,$19.10,$18.10
03/02/2023,$18.19,2627304,$18.15,$18.40,$17.62
03/01/2023,$18.15,4210100,$18.92,$19.09,$18.14
02/28/2023,$19.23,3373826,$19.06,$19.52,$18.95
02/27/2023,$19.10,4006677,$19.61,$19.70,$18.89
02/24/2023,$19.54,2277573,$19.71,$20.08,$19.54
02/23/2023,$20.14,2862036,$20.66,$20.87,$19.53
02/22/2023,$20.52,2164879,$20.53,$21.1864,$20.3331
02/21/2023,$20.66,3100309,$21.33,$21.83,$20.625
02/17/2023,$21.99,2850979,$21.27,$22.0699,$21.15
02/16/2023,$21.60,3879046,$21.25,$22.42,$20.85
02/15/2023,$21.80,7147319,$19.80,$21.80,$19.59
02/14/2023,$19.87,2746308,$19.31,$20.01,$19.10
02/13/2023,$19.69,2299304,$19.30,$19.94,$19.01
02/10/2023,$19.27,2902678,$19.56,$20.0399,$19.05
02/09/2023,$19.67,4497399,$21.25,$21.645,$19.67
02/08/2023,$21.10,2846425,$21.43,$21.55,$20.61
02/07/2023,$21.22,9093668,$23.00,$23.05,$20.50
02/06/2023,$23.86,8708367,$21.88,$24.88,$21.7702
02/03/2023,$22.25,4935949,$22.01,$23.9261,$21.80
02/02/2023,$22.70,7655658,$22.44,$24.40,$22.22
02/01/2023,$21.83,4517191,$21.49,$22.12,$20.55
01/31/2023,$21.87,3128376,$21.41,$22.05,$21.30
01/30/2023,$21.25,4950563,$22.50,$23.48,$21.13
01/27/2023,$22.82,11897250,$19.80,$23.31,$19.41
01/26/2023,$20.01,3519973,$20.61,$21.1685,$19.38
01/25/2023,$20.23,3515791,$20.59,$20.84,$19.53
01/24/2023,$21.40,2381588,$21.30,$22.09,$21.00
01/23/2023,$21.66,7181508,$19.50,$22.49,$19.37
01/20/2023,$19.61,3564322,$19.05,$20.0699,$18.90
01/19/2023,$19.04,4519163,$20.44,$20.45,$18.82
01/18/2023,$20.79,5632161,$22.01,$22.15,$20.50
01/17/2023,$21.80,5407905,$20.49,$21.94,$20.37
01/13/2023,$20.49,5494405,$19.88,$21.11,$19.80
01/12/2023,$20.63,5877276,$19.04,$20.63,$18.34
01/11/2023,$19.04,8405821,$18.19,$20.05,$17.86
01/10/2023,$17.77,4402799,$16.30,$18.09,$16.25
01/09/2023,$16.38,3522596,$16.65,$17.13,$16.36
01/06/2023,$16.46,4823357,$16.00,$16.57,$15.41
01/05/2023,$16.22,6066158,$17.06,$17.26,$15.89
01/04/2023,$17.32,3939325,$17.25,$17.93,$16.90
01/03/2023,$17.20,5135191,$18.64,$19.26,$17.091
12/30/2022,$18.46,2669548,$17.95,$18.575,$17.90
12/29/2022,$18.33,3442757,$18.12,$18.57,$17.75
12/28/2022,$17.92,5671992,$18.29,$18.70,$16.98
12/27/2022,$18.20,4233045,$19.91,$19.99,$18.00
12/23/2022,$20.08,3174827,$20.00,$20.63,$19.65
12/22/2022,$19.81,5343087,$20.50,$20.50,$18.50
12/21/2022,$20.56,2793559,$20.40,$20.90,$20.18
12/20/2022,$20.26,4478987,$19.86,$21.32,$19.6238
12/19/2022,$19.92,3700556,$20.55,$20.89,$19.5925
12/16/2022,$20.80,9379717,$20.48,$21.115,$20.01
12/15/2022,$20.58,6444512,$20.74,$21.44,$20.24
12/14/2022,$21.05,4604808,$21.19,$22.00,$21.01
12/13/2022,$21.00,6305646,$23.55,$23.70,$20.825
12/12/2022,$22.67,3750805,$22.66,$23.15,$22.18
12/09/2022,$22.63,5326676,$24.59,$24.59,$22.59
12/08/2022,$24.79,10252000,$22.00,$25.00,$21.97
12/07/2022,$22.26,10078220,$23.40,$23.61,$21.97
12/06/2022,$23.39,7699321,$25.41,$25.5761,$23.11
12/05/2022,$25.56,4973747,$27.31,$27.48,$25.44
12/02/2022,$27.52,4577177,$26.25,$27.87,$26.11
12/01/2022,$26.60,7615154,$26.00,$27.50,$25.18
11/30/2022,$26.21,3731072,$25.90,$26.23,$24.91
11/29/2022,$25.60,2029480,$25.58,$26.35,$25.32
11/28/2022,$25.29,2453744,$25.79,$26.44,$25.2101
11/25/2022,$26.17,1122700,$26.50,$27.05,$26.14
11/23/2022,$26.70,2737491,$25.92,$27.14,$25.92
11/22/2022,$26.30,4240402,$25.13,$26.45,$24.70
11/21/2022,$25.16,4443252,$26.66,$27.83,$24.855
11/18/2022,$27.60,3087420,$28.16,$28.6999,$26.83
11/17/2022,$27.76,2477693,$26.30,$27.76,$26.15
11/16/2022,$27.14,2452335,$26.62,$27.35,$26.37
11/15/2022,$27.59,5391975,$26.59,$28.24,$26.27
11/14/2022,$26.05,4350537,$26.30,$27.38,$25.61
11/11/2022,$26.10,3986182,$24.78,$26.12,$24.15
11/10/2022,$24.88,6106952,$24.62,$25.6969,$23.91
11/09/2022,$23.11,8464777,$24.55,$24.67,$21.89
11/08/2022,$25.14,4695117,$25.33,$25.85,$24.11
11/07/2022,$25.76,3303627,$26.25,$26.30,$24.80
11/04/2022,$26.51,4137984,$26.60,$27.03,$25.34
11/03/2022,$26.29,3384428,$26.00,$27.285,$26.00
11/02/2022,$26.62,4143900,$27.90,$28.75,$26.50
11/01/2022,$28.39,5147499,$29.40,$29.69,$27.62
10/31/2022,$28.31,24027610,$31.22,$34.99,$27.91
10/28/2022,$28.17,8089647,$26.88,$28.79,$26.42
10/27/2022,$25.93,2422933,$25.75,$26.33,$25.20
10/26/2022,$25.42,3866779,$26.37,$27.48,$25.32
10/25/2022,$26.87,7791571,$24.815,$27.79,$24.80
10/24/2022,$24.71,3114308,$25.00,$25.19,$24.11
10/21/2022,$25.30,3036299,$24.15,$25.33,$24.10
10/20/2022,$24.41,5148627,$24.65,$25.449,$24.07
10/19/2022,$24.54,5318442,$26.00,$26.18,$24.27
10/18/2022,$26.67,4402577,$27.10,$27.74,$26.13
10/17/2022,$25.96,3172241,$25.37,$26.41,$25.24
10/14/2022,$24.63,2778436,$25.77,$26.37,$24.63
10/13/2022,$25.56,3516164,$24.42,$26.59,$23.91
10/12/2022,$25.36,3284353,$25.96,$26.89,$25.27
10/11/2022,$25.27,4195897,$24.87,$26.30,$23.9501
10/10/2022,$25.00,2917594,$25.37,$26.50,$24.75
10/07/2022,$25.35,3270565,$25.84,$25.84,$24.42
10/06/2022,$25.99,2418721,$26.29,$26.999,$25.80
10/05/2022,$26.39,2986448,$26.77,$26.98,$25.43
10/04/2022,$27.60,4581855,$25.95,$27.825,$25.95
10/03/2022,$25.38,2653852,$25.14,$25.63,$24.21
09/30/2022,$25.13,3148331,$25.03,$25.82,$24.44
09/29/2022,$25.46,4118215,$27.08,$27.69,$24.69
09/28/2022,$27.31,2630051,$25.89,$27.50,$25.62
09/27/2022,$26.13,4487179,$25.47,$26.39,$25.13
09/26/2022,$24.48,3440279,$24.66,$25.87,$24.12
09/23/2022,$25.04,3622430,$24.15,$25.1499,$24.06
09/22/2022,$24.70,4346547,$27.17,$27.2732,$24.38
09/21/2022,$26.86,3859156,$27.45,$28.99,$26.77
09/20/2022,$27.54,3145901,$29.28,$29.33,$27.175
09/19/2022,$28.96,3403984,$28.335,$29.6459,$28.15
09/16/2022,$28.64,4656038,$28.33,$28.80,$27.7807
09/15/2022,$28.61,3329490,$27.86,$29.0734,$27.86
09/14/2022,$28.13,3605752,$27.56,$28.45,$26.65
09/13/2022,$27.85,3657164,$27.40,$28.61,$27.3204
09/12/2022,$29.24,6175210,$29.03,$30.3399,$28.00
09/09/2022,$28.92,7916490,$26.30,$29.08,$26.10
09/08/2022,$25.83,14142210,$25.00,$26.74,$24.07
09/07/2022,$24.04,12504680,$24.73,$25.19,$23.42
09/06/2022,$25.14,7010190,$25.75,$26.72,$24.6658
09/02/2022,$27.36,4680123,$28.26,$28.74,$26.93
09/01/2022,$27.63,5293858,$28.00,$28.91,$26.95
08/31/2022,$28.64,5157027,$29.25,$29.96,$28.26
08/30/2022,$29.84,5060206,$31.62,$31.8713,$29.42
08/29/2022,$31.55,4292686,$30.48,$32.7499,$30.38
08/26/2022,$30.94,4297295,$31.50,$32.38,$30.63
08/25/2022,$31.96,4726286,$32.84,$32.89,$31.5014
08/24/2022,$32.50,5620333,$34.00,$34.935,$32.44
08/23/2022,$33.53,4836309,$34.70,$34.99,$33.4512
08/22/2022,$34.50,5798630,$34.31,$36.20,$34.20
08/19/2022,$36.49,9551861,$35.18,$37.19,$34.67
08/18/2022,$37.93,8145446,$39.27,$40.07,$37.34
08/17/2022,$40.52,9766448,$42.175,$44.36,$40.41
08/16/2022,$42.19,23602780,$39.17,$45.53,$38.60
08/15/2022,$39.68,5243088,$39.75,$40.39,$38.8061
08/12/2022,$40.74,5120040,$40.00,$41.43,$39.1503
08/11/2022,$39.45,5140480,$40.91,$41.97,$39.35
08/10/2022,$40.53,5434675,$42.00,$42.00,$38.6307
08/09/2022,$40.37,6954188,$42.14,$43.1894,$39.00
08/08/2022,$43.45,18045600,$41.29,$47.99,$40.75
08/05/2022,$40.02,8124235,$37.37,$40.43,$36.56
08/04/2022,$38.36,5421500,$38.34,$39.89,$37.89
08/03/2022,$37.93,5186482,$36.22,$38.01,$36.00
08/02/2022,$35.84,4697134,$35.90,$36.80,$35.12
08/01/2022,$34.78,4196630,$33.80,$35.71,$33.77
07/29/2022,$34.01,3988750,$33.68,$34.79,$33.06
07/28/2022,$33.84,3207363,$33.39,$34.43,$32.66
07/27/2022,$33.78,4251215,$32.96,$34.12,$32.16
07/26/2022,$32.43,4866070,$32.87,$33.3098,$32.10
07/25/2022,$33.98,5686259,$35.00,$35.51,$33.25
07/22/2022,$35.78,10060250,$36.88,$38.70,$34.93
07/21/2022,$38.3675,9277796,$39.93,$40.00,$37.2899
07/20/2022,$39.6875,11400292,$38.50,$40.4075,$38.35
07/19/2022,$37.925,12827820,$37.435,$39.21,$36.5878
07/18/2022,$36.66,11155132,$36.25,$37.40,$35.7741
07/15/2022,$35.41,9832472,$34.86,$35.5925,$33.5075
07/14/2022,$34.05,20970208,$34.7975,$37.9875,$34.05
07/13/2022,$35.32,13703788,$33.75,$36.3375,$33.75
07/12/2022,$34.28,16899680,$32.70,$35.6475,$31.815
07/11/2022,$32.5225,7558344,$32.14,$32.935,$31.1627
07/08/2022,$32.135,13199444,$31.665,$33.1675,$30.6275
07/07/2022,$33.78,30313564,$31.1225,$33.875,$30.4525
07/06/2022,$29.3575,9988996,$30.1725,$30.57,$28.3436
07/05/2022,$30.0575,6045760,$30.375,$30.6199,$29.7525
07/01/2022,$30.855,6617116,$30.2825,$31.2926,$29.8225
06/30/2022,$30.575,6718672,$29.8425,$31.6475,$29.4406
06/29/2022,$30.715,6826496,$30.3875,$31.6225,$29.8975
06/28/2022,$31.095,6621596,$32.7525,$32.8325,$30.57
06/27/2022,$32.4225,9745448,$34.1175,$34.2637,$31.825
06/24/2022,$33.8025,16995764,$35.75,$37.0925,$32.8825
06/23/2022,$35.505,6682900,$35.41,$35.9975,$34.1825
06/22/2022,$34.615,7846916,$34.6675,$36.1824,$34.1075
06/21/2022,$35.07,12512268,$34.555,$36.35,$33.88
06/17/2022,$33.785,12340908,$31.715,$33.9645,$31.5791
06/16/2022,$31.4325,9995056,$31.235,$32.3225,$30.1452
06/15/2022,$32.3225,10764284,$31.2375,$32.99,$30.91
06/14/2022,$31.5425,12739140,$29.3925,$31.9996,$29.025
06/13/2022,$29.5625,13792816,$30.1275,$31.1425,$28.575
